v.	huuhtoda	huhtuuda	промывать				
s.	ruad	ruad	промысел				
v.	kadoda	kadoda	пропадать				
s.	kadomine	kadomi/in’e, -ižen, -št	пропажа				
v.	kütkimine 	kütkemi/in’e, -ižen, -št (IL)	прополка				
s.	lähte	l’ähte	прорубь				
s.	meža	meža	просека				
s.	pakiččij	pakičij	проситель				
v.	pakita	pakita	просить				
v.	heraštuda	heraštuda	проснуть				
s.	bross	bross	просо				
v.	kuivada	kuivda ~ kuivada (IL)	просохнуть				
v.	prostida	pros’ta	простить				
s. yhd.	hapanmaid	hapam/maid	простокваша				
a.	väll’	väl’l’	просторный				
s.	hurstiine	hursti/in’e, -ižen, -št	простыня				
s.	heraštuda	heraštuda	просыпаться				
s.	küzünd	küz’ünd ~ (Pal) küz’ind	просьба				
a.	sula	sula	талый		sula koht	проталина	
s.	vicc 	vicc, vican, viccad 	вица, прут				
adv.	vastal	vastal	против				
s.	protimn’	prot’imn’	противень				
a.	paha	paha	противный				
v.	oigeta	oigeta	протягивать				
adv.	pitkaižesti	pitkaažest’i	протяжно				
pron.	muu	muu	прочий				
v.	lugeda	lugeda	прочитать				
s.	lujuz	lujuz	прочность				
adv.	irdale	irdal’e	прочь				
a.	muloine	mul/uin’e, -uižen, -ošt	прошлогодний				
v.	prostida	pros’ta	прощать				
v.	hüppida	hüpta	прыгать				
v.	brizgoida	brizguuda	прыскать				
s.	nell’ud	nel’l’ud	прыть				
s.	bulkuine	(Pal) bul’k/uun’e, -uužen, -ušt	прыщ				
s.	lang	lang	пряжа				
s.	kuožal’	kuožal’	прялка				
adv.	oigedah	oiktaha	прямо				
v.	kezrata	kezerta	прясть				
v.	peittada	peitta	прятать				
v. refl.	peittadakse	peitakse (IL)	прятаться				
s. dem.	linduine	(Pal) l’ind/uun’e, -uužen, -ušt	пташка				
s.	lind	l’ind	птица				
s.	pölgätuz	(Pal) pel’gätuz	пугало				
v.	pölgättada	(Pal) pel’gätada	пугать				
s.	nübl’	n’übl’	пуговица				
s.	puzir’	puzir’, -in, -id	пузырь				
s. yhd.	n’abarihm	n’aba/rihm	пуповина				
s.	n’aba	n’aba	пупок				
v.	laskeda	lasta	пускать				
v.	tühdeta	t’ühd’e/ta, -nob, -n’ ~ -n’ii 	пустеть				
s. yhd.	tühdänpagižij	t’ühd’am/pagižij	пустомеля				
s.	pustišk	pustišk	пустышка				
s.	matk	matk, -an, -ad	путь				
s. yhd.	kalanpüüdänd	kalam/püüdänd	рыбная ловля				
a.	putilline	put’il’i/in’e, -ižen, -št	путный				
part.	vie	ve	ещё		ve enambal	ещё пуще	
s.	pčola	pčola, -n, -d	пчела				
s.	nižu 	nižu, -n, -d 	пшеница				
s.	bross	bross	пшено				
s.	pölü	(Pal) pel’ü, -n, -d	пыль				
a.	pölühine	(Pal) pel’ühi/in’e, -ižen, -št	пыльный				
v.	muokita	muokita	погнать				
v.	humalduda	humaldu/da, -b, -i	пьянеть				
s.	kand	kand	пята, пятка				
num.	viiž	viiž	пять				
adv.	viidei	viidei	впятером				
num.	viižtošt	viiš/tošt	пятнадцать				
s.	piätnič	piätn’ič	пятница				
s.	pätn	pätn	пятно				
num.	viidendž	viidenž (IL)	пятый				
num.	viižkümment	viiš/küment	пятьдесят				
num.	viižsadad	viiš/sadad	пятьсот				
s.	pračečnij	pračečnij	прачечная				
s.	prezident	pr’ez’ident	президент				
s.	prezidium	pr’ez’id’ium	президиум				
s.	preiskurant	pr’eiskurant	прейскурант				
s.	press	press	пресса				
s.	pretendent	pr’et’end’ent	претендент				
s.	prezentacij  	pr’ez’entacij, -an, -ad  	презентация				
s.	priboi	pr’iboi	прибой				
s.	pribor	pr’ibor	прибор				
s.	prival	pr’ival	привал				
s.	primer	pr’imer	пример				
s.	pripev	pr’ipev	припев				
s.	pristan’	pr’istan’	пристань				
s.	pristup	pr’istup	приступ				
s.	pricep	pr’icep	прицеп				
s.	propk	propk	пробка				
s.	progul	progul	прогул				
s.	protez	protez	протез				
s.	protokol	protokol	протокол				
s.	professij	profes’s’ij	профессия				
s.	professor	professor	профессор				
s.	profsojuz	profsojuz	профсоюз				
s.	procent	procent	процент				
s.	priänik	pr’iän’ik	пряник				
s.	psihiatr	ps’ihiatr	психиатр				
s.	publik	publ’ik	публика				
s.	pudr	pudr	пудра				
s.	pulemöt	pul’em’ot	пулемёт				
s.	pružin	pružin	пружина				
s.	puls	pul’s	пульс				
s.	pulk	pul’k	пуля				
s.	punkt	punkt	пункт				
s.	put’ofk	put’ofk	путёвка				
s.	pučk	pučk	пучок				
s.	pilesos	pil’esos	пылесос				
s.	pjess	pjess	пьеса				
s.	humalnik	humal’n’ik	пьяница				
s.	raba	raba	раб				
s.	ruad	ruad	работа				
s.	ruadnik	ruadn’ik	работник				
v.	ruata	ruata	работать				
s.	ruadaj	ruadaj	рабочий				
s.	lageduz	lageduz	равнина				
a. yhd.	ühteniččim	ühten/iččim	равный				
s.	miel’	miel’	настроение		hüväl mielel	рад	
prep.	ruadi	ruad’i	ради				
adv.	ihastuksiš	ihastus’iiš	в восторге				
s.	ihastuz	ihastuz	радостный				
a.	rahmannij	rahmannij	радушный				
s.	radiator	rad’iator	радиатор				
s.	radiacij	rad’iacij	радиация				
s.	radio	rad’io	радио				
s.	radius	rad’ius	радиус				
adv.	kieran	kierdan	раз				
v.	mureta	mureta	разбивать				
a.	murennu	murenu	разбитый				
s.	razboinik	razbaan’ik (IL)	разбойник				
a.	čirč	čirč	разборчивый				
adv.	kaikkijale	kaikijal’e	везде		l’ükta kaikijal’e	разбрасывать	
v.	levita	l’evita	разбрестись				
v.	nostattada	noustatada	разбудить				
v.	turbota	turvota (IL)	разбухать				
part.	todel	todel	разве				
v.	tiedustada	t’iedustada	разведать				
a.	tiedustelend	t’iedustel’end	разведка				
v.	levittada	l’evitada	развернуть				
a.	oksikaz	oksakaz	развесистый				
v.	erigduda	er’igduda	развестись				
s.	razvilk	razvilk	развилка				
v.	oigeta	oigeta	разгибаться				
s.	pagin	pagin	разговор				
v.	pagišta	pagišta	разговаривать				
s.	pagižij	pagižij	разговорчивый				
v.	vargastada	vargastada	разграбить				
v.	haravoita	haravuuta	разгребать				
v.	mureta	mureta	разгромить				
v.	d’agada	d’agada	раздавать				
v.	mädžöttada	mäžotada	раздавить				
s.	d’agand	d’agand	раздача				
v. refl.	heittadakse	heittakse	раздеваться				
s.	d’ago	d’ago	разделение				
a.	heittanuze	heitnuze	раздетый				
s.	väll’	väl’l’	раздолье				
v.	ärzüttada	ärz’ütada	раздразнить				
v.	puhuda	puhuda	раздувать				
v.	virittada	vir’itada	разжечь				
v.	avaita	avaata	разинуть				
s.	avoinsuu	avuun/suu	разиня				
v.	mureta	mureta	разломать				
v.	erigduda	er’igduda	разлучать				
v.	vilustuda	vilustuda	разлюбить				
v.	d’auhoda	d’auhta	размалывать				
v.	hionota	hionota	размельчать				
s.	vajehtuz	vajehtuz	размен				
s.	d’auhond	d’auhond	размол				
v.	duumaida	duumaada	размышлять				
v.	pehmeta	pehmeta	размякнуть				
a.	kird’av	(Pal) kirjav	разноцветный				
a.	kierdalline	kierdal’i/in’e, -ižen, -št	разовый				
adv.	čomas	čomas	красиво		čomas s’el’ginuze	разодетый, разодевшийся	
a.	ribuhine	ribuhi/in’e, -ižen, -št	разодраный				
v. refl.	suuttudakse	suutudakse (LP)	разозлиться				
s. dem.	kierdaine	kierda/an’e, -ažen, -št	разок				
adv.	kieral	kierdal	разом				
v.	levittada	l’evitada	разостлать				
v.	harvendoittada	harvenduutta	разрядить				
s.	razmer	razmer	размер				
s.	miel’	miel’	разум				
adv.	miel’el	miel’el	разумно				
v.	löütä	(Pal) l’eita	разыскать				
v.	eččida	ečta	разыскивать				
s.	raju	raju	рай				
s.	rakk	rakk	рак				
s.	raid	raid	ракита				
s.	rama	rama	рама				
s.	ruan	ruan	рана				
adv.	aigemba	aigemba	ранее				
a.	ruanittu	ruan’itud	раненый				
adv.	aigaižesti	aigaažest’i	раненько				
a.	aigaine	aiga/an’e, -ažen, -št	ранний				
adv.	aigoiš	aiguuš	рано				
v.	žiälivoita	žiäl’ivuuta	раскаиваться				
s.	dürü	d’uru	раскат				
v.	rusketa	rusketa	раскраснеться				
v.	muruttada	murutada	раскрошить				
v.	avaita	avaata	раскрывать				
v.	ostada	osta	раскупать				
v.	riiččida	r’iičta	раскарывать				
v.	küntä	künta	распахать				
v.	avaita	avaata	распахнуть				
s.	kündämine	kümmi/in’e, -ižen, -št	распашка				
s.	maksand	maksand	расплата				
v.	riiččida	r’iičta	расплетать				
v.	mädžöttada	mäžotada	расплющить				
v.	riiččida	r’iičta	распороть				
v.	müödä	müöda	распродавать				
v.	laskettada	lasketada	распрягать				
v.	verduttada	verdutada	рассердить				
s.	pagin 	pagin 	рассказ				
s.	raskaz	raskaz	рассказ				
v.	nagrattada	nagratada	рассмешить				
v.	küzelta	küz’el’ta	распрашивать				
s.	matk	matk	расстояние				
v.	ambuda	ampta	расстрелять				
s.	miel’	miel’	рассудок				
v.	sulada	sulada	растаять				
v.	hajottada	häjetada	растерять				
v.	kazvada	kazvda	расти				
v.	kazvattada	kazvatada	растить				
v.	survoda	survda	растолочь				
v.	sangeta	sangeta	растолстеть				
s.	viritez	vir’itez	растопка				
v.	voruida	voruida	расхитить				
s.	rashod	rashod	расход				
v.	čukurta	čukur/ta, -dab 	расцеловать				
s.	suga	suga	расчёска				
s.	rosčott	rosčott	расчёт				
s.	halgelmuz	haugelmuz	расщелина				
a.	rahmannij	rahmannij	рачительный				
a.	rebinnu	r’ebinu	рваный				
s.	oksenduz	oksenduz	рвота				
s.	laps’	laps’	ребёнок				
s.	külg	kül’g	ребро				
s.	ravu	ravu	рёв				
v.	ravišta	ravišta	реветь				
s.	rötk	ret’k	редька				
adv.	harvemba	harvemba	реже				
v.	leikata	l’eikata	резать				
s.	rizink	r’iz’ink	ризник				
s.	d’ogi	d’ogi	река				
s.	rekrut	r’ekrutt	рекрут				
s.	remen’	r’emen’	ремень				
s. dem.	remenine	r’emen’i/in’e, -ižen, -št	ремешок				
s.	remont	r’emont	ремонт				
s.	nagriž	nagriž	репа				
s. dem.	d’ogud	d’ogutt	речка				
s.	pagin	pagin	речь				
s.	rešotk	r’ešotk	решётка				
v.	reššida	r’ešta	решить				
v.	ruostuda	ruostuda	ржаветь				
s.	ruozme	ruozme	ржавчина				
a.	ruostunu	ruostunu	ржавый				
a.	rugehine	rugehi/in’e, -ižen, -št	ржаный				
s.	riih	riih	рига				
v.	resuida	r’esuida	рисовать				
s.	resunk	r’esunk	рисонок				
v.	varaita	varaata	робеть				
s	haud	haud	ров				
s.	iga	iga	возраст		üht igad	одного возраста	
a. yhd.	ühtigahine	üht/igahiin’e	ровесник				
s.	lapsed	lapsed	ребята				
s.	sarv	sar’v	рог				
s.	rogoz	rogoz	рогожа				
s.	rodindsija	rod’int/s’ija	родина				
s.	pätnaine	pätna/an’e, -ažen, -št	родинка				
s.	roditel’ad	rod’it’el’ad	родители				
s.	omaksine	omas’i/in’e, -ižen, -št	родич				
s.	rodnik	rodn’ik	родник				
s.	rodn’	rodn’	родня				
s. yhd.	lapsensuand	lapsen/suand	роды				
v.	suada (laps’)	suada (laps’)	рожать				
s.	rodind	rod’ind	рождение				
s.	raštav	raštav	Рождество				
s.	sarvud	sarvut	рожок				
s.	rugiž	rugiž	рожь				
s.	rozgad	rozgad	розги				
s.	ečind	ečind	розыск				
s.	buru	buru	ропот				
v.	burišta	bur’išta	роптать				
s.	kaste	kaste	роса				
a.	suur’	suur’	рослый				
s.	kazv	kazv	рост				
s.	suu	suu	рот				
s.	suuhud	suuhut	ротик				
s. yhd.	avoinsuu	avuun/suu	ротозей				
s.	rošš	rošš	роща				
s.	artut’	artug	ртуть				
v.	leikata	l’eikata	рубить				
s.	rubl’	rubl’	рубль				
a.	rubl’ahine	rubl’ahi/in’e, -ižen, -št	рублёвый				
v.	šumida	šumida	ругать				
s.	šumu	šumu	ругань				
s.	oruž	orož (IL)	ружьё				
s.	käzi	käz’i	рука				
s.	hiam	hiäm (IL)	рукав				
s.	alain’e	ala/an’e, -ažen, -št	рукавица				
v.	nevvoda	n’evoda (IL)	руководить				
s.	käziastij	käzest’ij (IL)	рукомойник				
s.	rul’a	rul’a	руль				
s.	ruminč	ruminč	румянец				
s.	venälaine	ven’ala/an’e, -ažen, -št	русский				
s.	lomud	lomud	рухлядь				
s. dem.	ojaine	oja/an’e, -ažen, -št	ручеёк				
s.	oja	oja	ручей				
s.	ručk	ručk	ручка				
s.	kalastaj	kalastaj	рыбак				
s. yhd.	kalakuurnik	kala/kurn’ik (IL)	рыбник				
s.	kalanik	kalan’ik	рыболов				
v.	ulišta	ul’išta	рыдать				
a. yhd.	ruskedbard	rusked/bard	рыжебородый				
a.	rižij	rižij	рыжий				
s.	mord	mord	рыло				
v.	kaivada	kaivda	рыть				
a.	pehmed	pehmed	рыхлый				
s.	rümk	r’umk	рюмка				
s.	pihl’	pihl’	рябина				
a.	kird’av	(Pal) kirjav	рябой				
s.	riäd	r’iäd	ряд				
a.	smuut	smuut	ряженый				
s.	riäpöi	r’iäpuu	ряпушка				
s.	razdevalk	razd’evalk	раздевалка				
s.	razr’ad	razr’ad	разряд				
s.	raikom	raikom	райком				
s.	rajon	rajon	район				
s.	raisovet	raisovet	райсовет				
