Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
|pron.|tämä|t'ä/mä, -män, -dä, t'ähä, t'äs(s), t'äl(l) |этот|tämä|(Lmj) ando t'ämä on muga! (OFM)|пусть это будет так!|olkoon tämä näin!|t'ämän küläläin'e|житель этой деревни|tämän kylän asukas
|pron.|tämä||||t'äš školass on äij opastujid|в этой школе много учеников|tässä koulussa on paljon oppilaita|||
tägä; täspiä|adv.|täs|t'äss ~ täs|здесь, тут; отсюда|tässä; tästä|t'äss on hüvä män'd'ikk|здесь хороший бор|tässä on hyvä männikkö|||
tägä, täs, tägäpiä|adv. yhd.|täspiä|t'äs/piäi|отсюда|tästä|se talo l'ähin on t'äspiäi|тот дом находится близко отсюда|se talo on lähellä täältä|||
redustuda, töleududa|v.|töläduda|t'ölädü/dä, -n, -in|запачкаться, испачкаться, замараться, загрязниться|likaantua, tahraantua||||||
azettuda|v.|tüüništuda|t'üun'ištü/dä, -u, -i|утихать (погода, ветер), успокаиваться  (погода, ветер)|tyyntyä||||||
sa, sina|pron. mon.|tüö I|t'üö, t'eid'en, t'eid, t'eihe|вы|te||||||
tüötä|v.|tüöndüttada|t'üöndü/ttädä, -tän, -t'in|посылать|lähettää, saattaa, toimittaa matkaan, työntää, lykätä||||||
tüöndüttada|v.|tüötä|t'üö/ttä, -ndän, -nžin|посылать|lähettää, työntää||||||
|s.|türä|t'ü/rä, -rän, -räd; -r'id|грыжа|tyrä, kohju||||||
|s.|tütär|t'ü/t'är, -t't'ären, -t'ärd; -t't'ärid|дочь|tytär||||||
neidine|s.|tüttö|(N) t'üt't'ö|девушка|tyttö|(N) aiguine t'üt't'ö|взрослая девушка|aikuinen tyttö|||
|s.|tüvi|t'üv/i, -en, -ed; -id|ствол|tyvi||||||
kohtuine|a.|tiineh|t'iin'eh ~ (B, Kn) t'iineh ~ (B, Td) tiineh, -en, -t; -id ~ (Ks, Kn) -iid |беременная (животное), стельная, жерёбая|tiine (eläin)|t'iin'eh lehm|стельная корова|tiine lehmä|||
|a.|tiineh||||t’iin'eh hebo|жерёбая кобыла|tiine tamma|||
čagoi|s.|čagar'|čagar', -in, -id; -iid|мизинец|pikkusormi, sakarisormi||||||
čagar'|s.|čagoi|(Kn) čag/uoi, -uoin, -uoid; -oloid|мизинец|pikkusormi, sakarisormi||||||
čagar', čagoi|s.|čagar|(Kn) čagar ~ (N) -o, -on, -od; -oid ~ -oloid|мизинец|pikkusormi, sakarisormi||||||
čagarbarbaz|s. yhd.|čagoibarbaz|(B) čagoi/barbaz|мизинец ноги|pikkuvarvas||||||
čagoibarbaz|s. yhd.|čagarbarbaz|(N) čagar/barbaz|мизинец ноги|pikkuvarvas||||||
|v.|čakata|ča/kata, -kkadan, -kkažin|ругать, бранить, отчитывать|torua, nuhdella||||||
|s.|čakkado|(Pl) čakkado/z, -st||||||||
čaur, čuur|s.|čauring|čauring, -on, -od|песок с камнями, гравий|sora, kivi- ja hiekkaperäinen maa||||||
vuor|s.|čer'od|čer'od, -an, -ad|череда|vuoro||||||
|s.|červ|čer'v, -in, -d; -iid|червь (карта)|hertta (kortti)||||||
|s.|čelk|čel/kk, -kan, -kkad; -koid|девственная плева, целка|immenkalvo||||||
sluav|s.|čest'|(Kn) čes't', -in, -id|честь|kunnia||||||
|s.|šiželik|čid'žel'iusk ~ čid'žil'iusk, -un, -ud; -uid|ящерица|sisilisko||||||
|s.|čidžoi|čid'žo/i, -in, -id; -loid|старшая сестра (сестрица)|sisko; vanhemman siskon puhuttelunimi||||||
|s.|čiep|(B, Ks, Lh) čie/pp, -pin, -ppid; -piid||||||||
vezik I, vezihiir'|s.|čihk|čihk, -an, -ad; -oid|норка (животное)|tuhkuri, vesikko; hylje||||||
čihv, čihver', haiker, hidžv, kuačk|s.|hädžv|(Td) häd'žv, -än, -äd|угар|häkä||||||
čihv, hädžv|s.|hiidžv|(N) hid'žv/(e) ~ hiidžv, -an, -ad|угар, чад|kitku, tiku, häkä|(N) hid'žvän las'k|стало угарно|häkä laskeutui|||
čihver', haiker, hiidžv, hädžv, kuačk|s.|čihv|čihv, -an, -ad|угар, чад|häkä, kitku,  kisu, höyry|(B) čihv d’uobuttau |угар кружит голову|häkä pyörryttää|(Td) külüs on čihv, d'uobuttau| в бане чадно, кружит голову|saunassa on kitku, pyörryttää
čihv, haiker, hädžv, kuačk|s.|čihver'|(Td) čihver', -in, -id|угар|häkä, kisu|(Td) čihver' on pert'is| в избе угарно|häkä on tuvassa|||
dänižpeit, dänöikäpp|s.|čimčuk|čimču/k, -kan, -kkad|жмурки (игра)|sokkoleikki|čimčukkaa|в жмурки|sokkosilla|||
|v.|čipettada|čipe/ttädä, -ttäu, -t't'|накрапывать, моросить (дождь)|pisaroida, tuhuttaa (sataa)|čipettäu vihmuu|моросит и дождит|sataa tuhuttaa|||
čipčad|s.|čipč|čipč, -an, -ad; -oid|прищепка (берестяного ковшика)|pihti, halkaistu vitsa (joka pitää kiinni tuohta), näpistin, lipin varsi||||||
čipč, piihted, piihtimed|s. mon.|čipčad|čipč/ad, -oid|щипцы (для сахара)|sokerisakset, sokeripihdit||||||
halgedelta|v.|čirota|čiiro/ta, -nou ~ -dau, -n'|трескаться|halkeilla||||||
|s.|sirp|čir'/p(p) ~ (B, Pl, Td, Pk, N) čir/p(p), -pin, -ppid; -piid |серп|sirppi||||||
|s.|čirč|čir/č, -čan, -ččad; -čoid|привередливый, привередина|nirsu (syömään), ruoan valikoitsija||||||
čirk|s.|čiuruine|čiuru/in'e, -ižen, -št; -ižid|воробей|varpunen||||||
kirguda, n'auguda, vinguda|v.|čiägüda|čiägü/dä, -u, -i|орать, кричать|kirkua, rääkyä, rääkkyä, vinkua, naukua||||||
|v.|čiägüttada|čiägü/ttädä, -tän, -t'in|давать орать, давать кричать, вызывать крик|antaa kirkua, antaa rääkyä, nauvuttaa, vinguttaa||||||
čokad|s.|čokk|(Pl, Td) čo/kk, -kan, -kkad; -kkoid|чека|sokka, sokkanaula||||||
kauniž|a.|čoma|čom/a, -an, -ad; -id|красивый|kaunis||||||
vuišk|s.|čordak|čorda/k ~ -kk, -kan, -kkad; -koid|чердак, чердачная комната|ullakkokamari, yliskamari||||||
šorp|s. mon.|šorpad|čor/pad, -ppid|зубья (вил)|haarat (hangon)||||||
čokaiduda|v. refl.|čokeltakse|čokke/lzetta, -lzen, -lžiin ~ -l'iime|соваться, заходить, забегать, заезжать|pistäytyä||||||
čokeltakse|v.|čokaiduda|(N) čokaidu/da, -n, -in|соваться, заходить, забегать, заезжать|pistäytyä||||||
püštäda, südida|v.|čokkida|(B, Pl, Td) čo/kkida, -kin, -kiin|тыкать, колоть|pistellä, tökkiä||||||
čokkida|v.|čokittada|čoki/ttada, -ttau|тыкать, колоть|pistellä, tökkiä||||||
|a.|čokittaj|čokitta/i, -jan, -jad; -joid|колючий|pistävä||||||
südäita, püštäda|v. mom.|čokaita|(B, Pl, Td, Kn) čokai/ta ~  (N) -tta, -dan, -žin|ткнуть, тыкнуть, сунуть|pistää, tökätä||||||
palaine|s. dem.|čolmuine|(B) čolmu/ine, -ižen, -št|частичка, кусочек|hitunen, pienen pieni kappale||||||
|s.|čuas|čua/ss, -sun, -ssud; -suid|час|tunti; kello (mon.)||||||
|v. refl.|čuudidakse|čuud'i/zetta, -zen; -zou, -ihe|чудить, чудиться, мерещиться|kummitella||||||
raud|s.|čugun|čugun, -an, -ad; -oid|чугун|valurauta, malmi||||||
|s.|čugunzavod|čugun/zavod|чугунный завод|valurautatehdas, rautatehdas||||||
čugunahine|a.|čugunaine|čuguna/in'e, -ižen, -št; -ižiden, -ižid|чугунный|valurauta-, malminen|čugunain'e pada|чугунный горшок|valurautapata|||
|s.|čuhmur'|čuhmur', -in, -id; -iid|киянка, деревянный молот|puumoukari, puunuija||||||
šupettada|v.|čuhuttada|čuhu/ttada, -tan, -t'in|шептать|supattaa, kuiskuttaa (korvaan), kuiskata||||||
čukelduda, čukelta|v.|čukelzuda|čukelzu/da, -n, -in|нырнуть, окунуться|sukeltaa (veteen), sukeltaa uidessa||||||
čukelzuda, čukelta, čukeltakse|v.|čukelduda|(B, Pl, Td) čukeldu/da ~ (B) -ta, -n, -in|нырнуть, окунуться|sukeltaa (veteen), sukeltaa uidessa||||||
čukelta, čukelduda|v. refl.|čukeltakse|(B, Td) čukel/dazetta ~ (N) čukeu/daze, imperf. -diihe|нырять, погружаться|sukeltaa|(B) sotk čukeldiihe|утка-нырок нырнула|sotka sukelsi|||
čukeltakse|v.|čukelta|(Td) čukel/ta, -dan, -žin|нырять, погружаться|sukeltaa||||||
čukelta|v.|mukelta|(Td) mukel/tta, -dan, -žin; -dau, -ž|нырять, погружаться|sukeltaa|(Td) sorz mukelž|утка нырнула|sorsa sukelsi|||
čukkel, čukelduz; mukkeloh, mukkelos|adv.|mukkel|(Td) mukkel, -os, -oi|нырок, омут|sukellus|(Td) sorz män'i  mukkeloi|утка нырнула|sotka sukelsi|||
čukkelos, mukkel, mukkeloh|adv.|mukkelos|(Td) mukkelos|под водой, в омуте|sukelluksissa|(Td) läkät mukkelos uivamai kiištai (~ kiistai, LMS 246)!|пойдёмте под водой плавать наперегонки!|lähtekäämme uimaan sukelluksissa kilpaa!|||
čukkel, čukkeloh|adv.|čukkelos|(B, Pl, Td) čukkelos|под водой, в омуте|sukelluksissa|(Td) briha uivau čukkelos|парень плывёт под водой|nuorukainen ui sukelluksissa|||
čukkeloh, mukkel, mukkelos|adv.|mukkeloh|(Td) mukkeloi|под воду, в омут|sukelluksiin|(Td) sorz män'i  mukkeloi|утка нырнула|sotka sukelsi|||
čukkel, čukkelos|adv.|čukkeloh|(B, Pl) čukkelo/o ~ (Td, N) -i|под воду, в омут|sukelluksiin|(B) sotk čukkeloo män'|утка-нырок нырнула|sotka sukelsi|||
|adv.|čukkeloh||||(N) čukkeloi kävüu|ходит нырять|sukeltelee|||
čukkel, čukkeloh|s.|čukelduz|(Pl) čukelduz|ныряние, нырок, погружение|sukellus||||||
lükäita|v.|čumuttada|čumu/ttada, -tan, -t'in|забросить, метнуть|heittää korkealle||||||
ülähaks(piä)|adv.|čumuh|čumuu|ввысь, вверх, кверху|korkealle, ilmaan||||||
|s.|čupp|ču/pp, -pun, -ppud; -uid|угол (внутренний)|soppi, nurkka, sisänurkka; rysän suippopää, rysän peräpohja, nuotan peräsikko (lyP)||||||
čupp|s. dem.|čupuine|čupu/in'e, -ižen, -št; -ižiden, -ižid|уголок; остаток льна (на прялке)|soppi (pieni), nurkka (pieni); loppupellavat kuoselissa, pellavain jäännös, rohtimien jäännös||||||
bokk, külg, puol’|s.|čura|čur/a, -an, -ad; -id|сторона, направление|puoli, syrjä, vieri, sivu, suunta; puolue (pelissä)|edin'e čura|передняя часть|etupuoli|||
|s.|čura||||oiginain'e čura|правая сторона (одежды)|oikea puoli|||
|s.|čura||||(B) Lapin čura šiäjiu|сторона Лапландии (север) сияет|Lapin puoli (pohjoinen) loistaa|||
siiriči|adv.|čurači|čurači|стороной, мимо|ohitse, sivutse||||||
čurukell, helü, kell|s.|čuru|čuru, -n, -d; -id|бубенец|kulkunen, tiuku||||||
čuraine, tulendahine, vieraz|a.|čuralaine|čurala/in'e, -ižen, -št; -ižiden, -ižid|посторонний, чужой; посторонний, чужак|syrjäinen, asiaankuulumaton; kuokkavieras, vieraspaikkakuntalainen||||||
čura|s. dem.|čuraine|(N) čura/ine, -ižen, -št|сторонка|syrjä, vieri, sivu||||||
bokkah; čuraine|adv. dem.|čuraižeh|(N) čuraižei|в сторонку|syrjään, vähän syrjään, sivuun|(N) läht' čuraižei i šeižuu|отошёл в сторонку и стоит|siirtyi vähän syrjään ja seisoo|||
čuralaine, edahaline, edahaine|a.|čuraine|(N) čura/ine, -ižen, -št|глухой, далёкий|syrjäinen||||||
čuru, čurukelloine, kelloine|s. dem.|čuruine|čuru/in'e, -ižen, -št; -ižiden, -ižid|бубенчик|kulkunen (pieni)||||||
čiraita, čirišta, čoraita, čorišta, čurčettada|v.|čurišta|(N) čuri/šta, -žou|журчать|liristä, lorista||||||
pulčuk|s.|čurk|čur/kk, -kan, -kkad; -kkid|чурка, чурбан|pölkky, hirrenpätkä, kangastukki||||||
ait|s.|čulan|čulan, -an, -ad; -oid|чулан|aitta (tuvan alla)||||||
|s.|čuga|čug/a, -an, -ad; -id|водящий  (в игре)|hippa, kiinniottaja (lastenleikissä)||||||
|a.|tülč|čülč, -än, -äd; -id|тупой|tylsä||||||
|v.|tülčeta II|čülče/dä ~ -tä, -nöu, -n'|тупеть|tylsyä||||||
|v.|tülčeta I|čülče/tä, -ndän, -nžin|тупеть|tylsentää, tylsyttää||||||
|s.|čülk|čül/kk, -kün, -kküd; -küid|головка льна (с семенами)|sylkky, pellavannuppu||||||
sestroi|s.|čiihoi|čiiho/i, -in, -d; -loid; (Kn)  čiihuoi|смородина|herukka, mustaherukka, viinimarjapensas, viinimarja; sianpuola (Ph)|must, rusked čiihoi |чёрная, красная смородина|musta-, punaherukka|||
sestroipuu|s. yhd.|čiihoipuu|(N, Pk) čiihoi/puu|смородина, смородиновый куст|herukkapensas, mustaherukkapensas||||||
|s. yhd.|čiihoimuard'|(B) čiihuoi/mard'|смородина, ягода смородины|herukkapensaan marja, musta viinimarja||||||
|s. yhd.|čubihiir'|čubi/hiir'|землеройка|päästäinen, nokkahiiri, karjahiiri||||||
diiv, kumm, smuut|s.|čuud|čuud/(o), -on, -od; -oid|чудо; чудило|ihme; hassuttelija, ilveilijä, ilvehtijä, kummitus||||||
|v.|čuudida|čuud'i/da, -n, -in|чудить, дурить|hassutella, ilveillä, hullutella, laskea leikkiä||||||
čaur, čauring|s.|čuur|čuur, -un, -ud; -uid|гравий, крупный песок|sora, karkea hiekka||||||
hill’aine, mald|a.|tüün'|t'üu/n', -n'en, -nd; -n'id|тихий (погода); штиль, тишь|tyyni||||||
|s. yhd.|tiäintarh|t'iäin/tarh, -tarhan, -tarhad; -tarhoid|лишай, дерматомикоз|savipuoli (ihottuma)||||||
|s.|uad|uad, -un, -ud; -uid|ад|helvetti||||||
härgil|adv.|ubehil|ubehil|течка (у кобылы)|oriillaan, soidillansa, kiimassa||||||
oberida|v.|uberida|uber'i/da, -n, -in|убирать, убрать, прибирать, прибрать|korjata, siivota, siistiä, korjata pois, koota korjuuseen, viedä tieltä, viedä pois, viedä talteen ||||||
uberida|v.|oberida|(B, N) ober'i/da, -n, -in|убирать, убрать, прибирать, прибрать|korjata, siivota, siistiä, korjata pois, koota korjuuseen, viedä tieltä, viedä pois, viedä talteen ||||||
orihvarz|s.|ubeh|ubeh, -en, -t; -id|жеребец|ori (leikkaamaton), orivarsa||||||
vahing|s.|ubutk|ubutk, -an, -ad; -oid|убыток|tappio, vahinko||||||
ruohtij, urhak|a.|udal|udal, -an, -ad; -oid|удалой|rohkea, uskalias, huimapäinen||||||
udar|s. mon.|udared|udar/ed, -id|вымя|utaret (lehmän)||||||
|s.|ugr|ugr, -an, -ad; -iden, -id|угорь|ankerias; ihonäppylä, finni; perma, nautapaarman toukka||||||
|s.|uhk|uhk, -un, -ud|наледь, шуга, сало, талый снег (на льду), снежная слякоть (на льду), тонкий лёд|uhku, lumisohjo, jääsohjo, jääriite, vedensekainen lumi jäällä, kohmajää||||||
|v.|uinota|uino/ta, -dan, -žin|заснуть, уснуть|nukahtaa, vaipua uneen||||||
|v. frekv.|uitelta|uitte/lda, -len, -l'in|блеснить, ловить на блесну|uistella, soutaa uistinta|uštegel uitteldau|блесной ловят (рыбу)|uistinta soudetaan|(Pl) uštegen lužikaine|ложечка в блесне|uistimen lusikka
|v. frekv.|uivelta|uive/lda, -len, -l'in; -ldau|ползать; плавать|uiskennella, käydä uiden, uida edestakasin; madella||||||
|v.|uidida|uidi/da, -n, -in|уйти|poistua, paeta, karata||||||
ujuda|v.|uivada|uiv/ada, -an, -in; -etau, -et't'ii|ползти; плыть|uida; madella|(Td) briha uivau čukkelos|парень плывёт под водой|nuorukainen ui sukelluksissa|||
|v.|uivada||||(N) uivau kol'mpieine zmeja|плывёт трехглавый змей|гui kolmipäinen lohikäärme|||
mado|s.|zmeja|(N) zmeja, -n, -d|змей, дракон|lohikäärme, käärmehirviö|(N) uivau kol'mpieine zmeja|плывёт трехглавый змей|гui kolmipäinen lohikäärme|||
verai|s.|uks'|u/kš, -ksen, -st; -kšid ~ (Ks) -kšiid; (Kn, N) su/ks', -ksen, -st; (Kn) -ks'iid|дверь|ovi; sulkuportti (vesimyllyn padon, B)|(Td) ukš, puu kridžižöu|дверь, дерево скрипит|ovi, puu narisee|||
|s.|uks'||||(B) ukš on umbes|дверь закрыта|ovi on kiinni, ovi on suljettu|||
|s.|uks'||||(M) uksen tagapiäi|из-за двери|oven takaa|||
ulgomua|adv. yhd.|ulgomuaspiä|(N) uugo/muos/pieite|из-за границы|ulkomailta||||||
|s. yhd.|ulgomua|(N) uugo/muo|заграница|ulkomaa, ulkomaat||||||
kindi, umbeh|adv.|umbes|umbe/s ~ (Lh) -z||kiinni; suljettuna; ummessa, ummesta|(B) ukš on umbes|дверь закрыта|ovi on kiinni, ovi on suljettu|||
|adv.|umbes||||(B) kävelоu šilmäd umbes|ходит с закрытыми глазами|kävelee silmät suljettuna|||
ummes|adv.|umbeh|umbe/h ~ (Td, Kn) -i||kiinni; suljetuksi; umpeen|salbada ukš umbee!|закрой дверь!| sulje ovi!|||
|s.|umbaiduz|umbaidu/z, -ksen, -st|запор|umpitauti, kova vatsa, umpaisu||||||
|v.|umbaita|umbai/tta, -dau, -ž|причинять запор|saada umpitauti, panna ummelle, ummaista||||||
|s.|uni|un'i, unen, und; un'id|сон|uni||||||
|v.|unohtada|unoh/tada, -tan, -t'in; -tettau, -tet't'ii|забывать, забыть|unohtaa||||||
|v.|unohtuda|unohtu/da, -n, -in; -u, -i|забыться, потерять сознание|mennä tainnuksiin||||||
|v.|upottada|upo/ttada, -tan, -t'in|утопить|upottaa, vajottaa, hukuttaa||||||
kieltakse, olda tabakaz|v. refl.|upr'amidakse|upr'amize/tta, -n|упрямиться|olla itsepäinen, olla suostumaton, kieltäytyä||||||
tabakaz, upr'am|a.|upr'amoi|upr'ami/i, -an, -ad|упрямый|itsepäinen, omapäinen, suostumaton||||||
tabakaz, upr'amoi|a.|upr'am|upr'am, -an, -ad; -oid|упрямый|itsepäinen, omapäinen, suostumaton||||||
|s. mon.|usad|usad, ussiden, ussid|усы|viikset|mužikk ussiden kerä|мужчина с усами|viiksiniekka mies|||
külmänd, piäčakk|s.|uzuhtim|uzoht'i/m, -men, -nd|насморк, простуда|nuha, flunssa||||||
|s.|uzor|uzor, -an, -d; -oid|узор, вышивка|koristekuva (kankaassa), koristukset, ompelukset||||||
|s.|ušte|ušt/(e), -egen, -et(t); -tegid|блесна|uistin|uštegel uitteldau|блесной ловят (рыбу)|uistinta soudetaan|||
