Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
|a.|puutilline|puut'il'l'i/n'e, -žen, -št; -žid|подходящий|kelvollinen, kunnollinen, kykenevä||||||
|s. yhd.|puuvoi|puu/voi|масло для дерева|puuöljy||||||
|v.|puuttuda|puu/ttuda, -ttuu, -tui|попадать, попасть, случиться, получить, схватить|sattua, osua, päätyä, joutua, saada, tarttua||||||
|v.|plakuttada|plaku/ttada, -tan, -t'in; -tettau, -tet't'ii|стучать|koputtaa, naputtaa||||||
|s.|plotin|plot'in, -an, -ad; -oid|плотина|pato, vedensalpa, sulku, toe||||||
tahtoda|v.|radeita|rad'ei/da, -čen, -čin; -ččou, -č |хотеть, увлекаться|haluta, harrastaa||||||
tahtond|s.|radend'|rad'en'd', -an, -ad|желание, увлечение|halu, harrastus||||||
lüpsreng|s.|ragend|ragend, -on, -od; -oid|подойник|rainta, kelho, maitoastia, puuämpäri||||||
|v. yksip.|ragištada|ragiš/tada, -tau, -č|падать (о граде), идти (о граде)|sataa rakeita||||||
|s.|rahkiž|rahki/ž, -hen, -št; -hid|гуж|rahje|rahkehet pidäu panda längii|гужи нужно прикрепить к хомуту |rahkeet pitää kiinnittää länkiin|||
|a. kar.|rahvatoi|rahva/toin'e, -ttoman, -tošt; -ttomid |безлюдный|rahvaaton, kansaa vailla, autio ||||||
|s.|rahvaz|rahva/z, -han, -st; -hid|народ, люди|kansa, väki, ihmiset||||||
kibištuz, kibu|s.|raipaiduz|(B) raippaidu/z, -ksen, -st|прострел, боль в пояснице, боли в пояснице|selkäkipu, selkäkivut, noidannuoli, lannetauti||||||
kibištada|v. yksipers.|raipaita|raipai/tta, -dau, -ž|схватить, причинять боль в пояснице|tulla kipeäksi, halvata, saada lannetauti, saada noidannuoli|(Td) milai šivud raipaiž|у меня схватило поясницу|minun selkäni ristiluiden kohdalta tuli äkkiä kipeäksi|||
|s.|ruam|ram/a, -an, -ad; -oid|рама|raami (sahalaitoksessa), sirkkelisaha||||||
|v.|rambita|rambi/ta, -čen, -čin; -ččou, -č; -tau, -t't'ii|хромать|ontua||||||
|s.|ramb|ramb, -an, -ad; -oid|калека|rampa||||||
ruam|s.|ramk|ram/kk, -kan, -kkad; -koid|рамка|raami, puitteet ikkunan, taulun)||||||
|s.|rand|rand, -an, -oid|берег, пляж|ranta|(Td) lahtukan rand|берег бухты|lahdelman ranta|||
biibal|s.|randeh|randeh, -en, -t; -id|ломтик (хлеба)|viipale (leipää)||||||
|s.|Raštav|rastav, -an, -ad; -oid|Рождество (25.1./7.1.)|joulu (25.1./7.1.)||||||
|v.|ratketa|ratke/ta, -nou, -n'; -t't'ii|решаться|ratketa||||||
|v.|račkaita|račkai/tta, -dan, -žin|дёрнуть|reväistä, vetäistä, katkaista||||||
|v.|račkonida|račkon'i/da, -n, -in|дёрнуть|reväistä, vetäistä, katkaista||||||
|s.|raunaz|raun, -ahan, -ad; -ahid|железа|rauhanen;  kylkikipu, turvotus||||||
|s.|raun|raun, -an, -ad|падаль, труп (животного)|raato, haaska (karhun kaatama)||||||
raud|s. mon.|raudad|raud/ad, -oid|удила|kuolaimet||||||
rašk, rukk, vaivaine|s.|rauk|rau/kk, -kan, -kkad; -koid|бедняга, бедняжка, дружок|raukka, parka, ystäväni, kultaseni, vaivainen|vaivašt sanotau raukakš| убогого называют беднягой|vaivasta kutsutaan raukaksi|||
näbed|a.|raved|rave/d, -dan, -dad; -d'id|быстрый; бойкий, юркий, ловкий, бодрый|ripeä, rivakka, nopea||||||
verez|a.|razed|raze/d, -dan, -dad; -d'id|свежий, сочный|pirakka, raikas, veres (nauris)||||||
|s.|razmič|razmi/č ~ -čč,  -čan, -ččad; -čoiden, -čoid|опара, жидкое тесто|taikinanjuuri, taikinanalus||||||
|s.|razv|razv, -an, -ad; -oid|жир|rasva||||||
išk|s.|rašk II|rašk, -un, -ud; -uid|очистки (от репы); удар|kuoret, nauriinkuoret, jätteet; isku, lyönti||||||
kask|s.|razi|raži, -in, -id; -iid|непалёная пожога|rasi, polttamaton kaski||||||
|s.|ragiž|ra/giž, -gehen, -gišt; -gehid|град|rae||||||
|s.|raja|raj/a, -an, -ad; -oid|граница|raja||||||
krabu|s.|rakk|ra/kk, -kan, -kkad; -koid|рак|krapu||||||
|s.|reboi|rebo/i, -in, -id; -loiden, -loid|лиса|repo, kettu||||||
regi|s.|reguč|regu/čč, -čan, -ččad; -čoid|санки|kelkka, reki (pieni)||||||
|s.|reiž|rei/ž, -den, -tt; -žid|бедро|reisi||||||
|||||||||||
|||||||||||
|||||||||||
vedo|s.|regi|reg/i, -en, -ed; -id|сани; воз|reki, työreki; kuorma|poikki reges|поперёк  саней|poikki reen|||
hiihn, nahkvüö|s.|remen’|(Td) remen', -in, -id; -id|ремень|nahkavyö, nahkahihna, remmi|(B) remen'is on lapp|у ремня есть пряжка|nahkavyössä on solki|||
riideluz|s.|riid|riid, -an, -ad; -oid|ссора|riita||||||
riid|s.|riideluz|riidelü/z, -st|ссора|riitely, riiteleminen||||||
|s.|rieht|rieht, -on, -od; -oid|промежуток (в заборе)|seiväsparien väli aidassa||||||
|s.|riehtil|rieht'il, -än, -äd; -öid|сковорода|paistinpannu||||||
lüödä|v.|riehkida|riehki/dä, -n, -in; -täu|колотить|piestä, lyödä raskaasti||||||
|s.|rihm|rihm, -an, -ad; -oid|леска; силок|ansa, paula, linnunpaula; ongensiima||||||
|s. yhd. dem.|rikkimall'aine|rikki/mal'l'ain'e|чашка для серы|rikkimalja, rikkikuppi (tuluksissa)||||||
ründäz|s.|rind|rind, -an, -ad; -oid|грудь|rinta; rintamus (paidan); rintaverkko (nuotassa)||||||
|s. yhd.|rindantaguin'e|rindan/taguin'e, -taguižen, -tagušt; -taguižid|редкая сеть (в неводе)|nuotan rintaverkon takainen harvempi verkko||||||
|s.|rinduz|rindu/z, -ksen, -st; -kšid|супонь|rinnustin||||||
|s.|ripak|ripa/kk, -kon, -kkod; -koid|тряпка, кусок ткани; пелёнка|riepu, kapaloriepu||||||
nostada rung, ripustuda|v. refl.|ripustadakse|ripu/stazetta, -stazen; -stazou, -št'iihe; -stazettau|вешаться, повеситься; подтягиваться  (на руках)|hirttäytyä; nostaa itsensä käsivoimin riipuksiin||||||
nostada rung, ripustadakse|v.|ripustuda|ripustu/da, -n, -in|вешаться, повеситься; подтягиваться  (на руках)|hirttäytyä; nostaa itsensä käsivoimin riipuksiin||||||
|v.|riputtada|ripu/ttada, -tan, -t'in; -ttau, -t'|вешать, развешивать, повесить|ripustaa, hirttää||||||
rips|s. mon.|ripsud|ripšu/d, -id|ресницы|silmäripset||||||
|s.|rist|rist, -an, -ad; -oid|крест|risti, ristinmerkki, ristikko||||||
ristaheze, ristas|adv.|ristakkai|ristakkai|крест-накрест, крестообразно|ristikkäin, ristissä||||||
ristaheze, ristakkai|adv.|ristas|ristas|крест-накрест, крестообразно|ristissä||||||
|s. yhd.|ristleib|rist/leib|просфора|ristileipä||||||
|s. yhd.|ristrihm|rist/rihm|гойтан, шнурок для креста, цепочка для креста|kaularistin kannatinnauha, kaularistin ketju||||||
kiškoda, nühtida|v.|riuhtoda|riuhto/da, -n, -in; -tau, -t't'ii|дёргать (с силой), рвать, выдёргивать|riuhtoa, tempoa||||||
|s.|rizink|rizink, -än, -äd; -öid|резинка|kumi, kumikangas, kuminauha||||||
|a.|rizinkahine|rizinkähi/n'e, -žen, -št; -židen, -žid|резиновый|kuminen, kumi-||||||
riädida|v. refl.|riädidakse|riäd'i/zettä, -zen, -ime|рядиться, договариваться|sopia keskenään, tinkiä||||||
riäpöi|s.|riäpüz|riäpü/z, -ksen, -st; -kšid|ряпушка|rääpys, muikku||||||
riädidakse|v.|riädida|riäd'i/dä, -n, -in|рядить, договариваться|sopia, tinkiä||||||
kirguda|v.|ringuda|ringu/da, -n, -in; -u, -i; -tau, -t't'ii|кпичать (пронзительно)|huutaa, huutaa kimeästi||||||
riiččida|v.|riškoittada|riškoi/ttada, -tan, -t'in|распарывать|purkaa kangasta, repiä hajalle, liestää, kiertää auki (nuoran, langan pää)||||||
|s. yhd.|ristemä|rišt'/emä|крёстная, крёстная мать|ristiäiti, naiskummi||||||
heng, miez, ristittu|s. yhd.|ristikanz|rišt'i- ~ rišt'/kanz, -kanzan, -kanzad; -kanzoid|человек|ihminen|huigedatoin'e rišt'ikanz|бесстыжий человек|hävytön ihminen|||
heng, miez, ristikanz|s.|ristittu|(N) rist'i/ttu, -tun, -ttud; -tuid|человек; крещёный, христианин|ihminen, kristitty|(N) hän on rikkonu ristituid|он убивал людей|hän on tappanut ihmisiä|||
|v.|ristittada|rišt'i/ttädä, -tän, -t'in|дать крестить (ребёнка)|kastettaa, antaa kastaa (lapsi)||||||
|s. mon.|ristiaižed|rišt'iäi/žed, -žid|крестины|ristiäiset||||||
|s. yhd.|ristiža|rišt'/iža, -ižan, -ižad; -ižoid|крёстный, крёстный отец|risti-isä, mieskummi||||||
|v.|ristida|rišt'i/dä, -n, -in; -u, -i; -täu, -t't'ii|крестить|ristiä, kastaa (lapsi), tehdö ristinmerkki||||||
|s.|rižu|rižu, -n, -d; -id|хворост|risu, kuiva puunoksa||||||
|s.|ribu|ribu, -n, -d; -id|тряпка, ветошь|räsy, ryysy, ripsu, hapsu||||||
|s.|rikk|ri/kk, -kin, -kkid|сера|rikki, tulikivi, korvavaikku||||||
tappada|v.|rikkoda|ri/kkoda, -kon, -koin; -kkou; -kot't'ii|портить, наводить порчу; убивать|pilata, turmella, tärvellä; surmata, tappaa|t'iedoin'ik rikkou mužikan (LMS 431)|знахарь наведёт порчу на мужика|tietäjä turmelee miehen|(B) ombel'ij mat'erian rikoi|портной испортил материю|vaatturi kankaan turmeli
|v.|rikkoda||||(N) hän on rikkonu ristituid|он убивал людей|hän on tappanut ihmisiä|||
|v.|rippuda|ri/ppuda, -pun, -puin; -ppuu; -putau|зависеть|riippua||||||
|s. dem.|robehin'e|robehi/n'e, -žen, -št; -židen, -žid|берестянка|tuokkonen||||||
|s.|robeh|robeh, -en, -t; -id|берестянка, кузовок (из одного куска берёсты)|tuohinen, rove||||||
|s.|rodn'|rod'n', -an, -ad; -id|родня|sukulainen; sukukunta||||||
|v.|rodn'astada|rod'n'as/tada, -tan; -tettau|родниться|pitää sukulaisena, kohdella sukulaisena||||||
lähte, purde|s.|rodnik|rod'n'i/kk, -kan, -kkad; -koid|родник|lähde||||||
oma|a.|rodnij|rodni/i, -an, -ad; -oid|родной,свой|oma, oikea, täysi||||||
|s.|rogoz|rogoz, -an, -ad; -oid|рогожа|niini (valmistettu), niinimatto||||||
|v.|roikottada|roiko/ttada, -ttau, -t'|полыхать|palaa liehuen||||||
pio, pivo|s.|roivaz|roiva/z, -han, -st; -hid|cноп льна, пясть льна|pellavaroivas, pellavapio||||||
romahtada|v. refl.|romahtadakse|romah/tazetta, -tazen, -tažin; -tazou, -t'iihe; -tazet't'ii|грохнуться|romahtaa, rojahtaa, kaatua||||||
romišta|v.|romaita|romai/tta, -dau, -ž |брякать|rojahdella, kaatuilla, ratista||||||
|s.|romineh|romin'eh, -en, -t; -id|дребезжание|räminä, ratina, melu||||||
romaita, rämišta|v.|romišta|romi/šta, -žou, -ž; -štau, -št'ii|дребезжать, брякать, тарахтеть|rämistä, rojahdella||||||
|s.|roskod|roskod, -an, -ad; -oid|расход|meno, kulunki||||||
|s.|rassal’|rosol ~ rozol, -an, -ad|рассол|hera, liemi, suolavesi||||||
|s.|rosput|rospu/tt, -tan, -ttad; -toid|распута|kelirikko||||||
nila|s.|roug|roug, -an, -ad; -id|подкорковый слой; краска для сетей|ruskea kaarna tuohen alla, koivun kuoren alla oleva keltainen osa||||||
mujuttada|v.|rougata|rouga/ta, -dan, -žin; -tau|красить сети|rouvata, värjätä verkot||||||
|s.|rousk|rousk, -un, -ud; -uid|хрящ|rusto, nenän välirusto||||||
siled, tazaine|a.|rounoi|rouni/i, -an, -ad; -oid|ровный|tasainen||||||
|s.|rovituz|rovite/z, -st|рытьё канав, осушение земель|ojitus, ojittaminen||||||
|v.|rovittada|rovi/ttada, -tan, -t'in|рыть канавы, осушать земли|ojittaa||||||
tazata|v.|roun'aita|rovn'ai/da, -čen, -čin|ровнять|tasoittaa, tasata||||||
|s.|rozg|rozg, -an, -ad; -id|розга|raippa, rangaistusraippa||||||
|v.|rozvedida|rozved'i/da, -n, -in|разводить, развести|asettaa (saha), sekoittaa, laittaa, panna sekaan||||||
|s.|rozvod|rozvod, -an, -ad|развод|asetus (sahan); avioero||||||
|s.|rozvotk|rozvotk, -an, -ad; -oid|разводка|sahanhampaiden haritusrauta, rauta (jolle sahan hampaat asetetaan riviin)||||||
|s.|roščot|roščo/t, -tan, -ttad; -toid|расчёт|tili||||||
|adv.|rožači|rožač(i)|с лица|kasvoiltaan||||||
oja|s.|rova|rov/a, -an, -ad; -id|ров|oja, pellonoja; kuurna, vako, olas||||||
iho|s.|roža|rož/a, -an, -ad; -id|лицо, рожа|kasvot; ruusutauti||||||
|s. yhd.|rahtmaid|ruaht/maid|кислое молоко|kokkelimaito, rahkamaito||||||
|s. yhd.|ruadaig|ruad/aig|рабочее время|työaika||||||
|s.|ruad|ruad, -on, -od; -oid|работа|työ||||||
|s. yhd.|raudmua|raud/mua|железная руда|rautamalmi, rautamuta||||||
|s. yhd.|ruadpäiv|ruat/päiv|рабочий день|arkipäivä||||||
|a. taipum.|ruadi|ruad'(i)|рад|iloinen, halukas (tekemään)||||||
|s.|raht|ruaht, -on, -od; -oid|творог|rahka, kokkeli||||||
|s. yhd.|ruadpalk|ruat/palkk|заработная плата|työpalkka||||||
|a.|ruavaz|ruava/z, -han, -st; -hid|старый|vanha (ilminen, eläin), rutivanha||||||
|s.|ruaj|ruaju, -n, -d|рай|paratiisi||||||
|v.|ruata|rua/tta, -dan -doin; -dau, -doi; -ttau, -t't'ii|работать, делать|tehdä työtä, raataa, työskennellä, tehdä||||||
voida|v.|ruaččida|rua/ččida, -čin, -čiin|быть в состоянии, мочь|raatsia, hennoa, voida|ruaččida antta|быть в состоянии дать|hennoa antaa|||
|v.|rubeta|rube/ta, -dan, -žin; -t't'ii|начинать|ruveta, ryhtyä, alkaa||||||
|s.|rubl'|rubl', -an, -ad; -id|рубль|rupla||||||
pihk, terv|s.|ruga|ruga, -n, -d|смола (сухая)|kuusenpihka (kuiva)||||||
|s.|rundug|rundug, -an, -ad; -oid|рундук, голбец|kaappimainen rakennelma (jonka kautta käy kulku karsinaan ja jonka päällä on makuulavitsa)||||||
|s.|ruod|ruod, -an, -ad; -id|рыбная кость|ruoto (kalan)||||||
|s.|ruog II|ruog, -on, -od; -oid|тростник|ruoko||||||
|s.|ruogik|ruogi/kk, -kon, -kkod; -koid|тростниковые заросли|ruosto, ruoikko||||||
|a.|ruohk|ruohk, -an, -ad; -id|незрелый|raaka, kypsymätön||||||
|v.|ruohtida|ruoht'i/da, -n, -in; -u, -i|сметь, осмеливаться|tohtia, uskaltaa||||||
|s.|ruohtim|ruoht'i/m, -men, -nd; -mid|верховина (при чёске льна), клочанка|rohdin||||||
|v.|ruostuda|ruostu/da, -u, -i|ржаветь|ruostua||||||
|s.|ruoč|ruo/č, -čin, -ččid; -čiid|финн, лютеранин; Финляндия, Швеция|suomalainen, luterilainen; Suomi, Ruotsi||||||
|s.|ruozme|ruozme, -gen, -tt; -gid|ржавчина, ржа|ruoste; ruosteinen vesi||||||
kiviruopaz|s.|ruopaz|ruo/paz, -ppahan, -past; -ppahid|груда, каменная куча, куча камней (на поле)|röykkiö, kiviröykkiö, kivikasa (pellolla)||||||
rusked|a.|rusapp|rusa/pp, -pan, -ppad; -poid|красноватый, коричневатый, светло-коричневый, русак|punertava, ruskeahtava, vaaleanruskea||||||
|a.|rusked|ruske/d, -dan, -dad; -d'iden, -d'id|красный; коричневый; рыжий|punainen, punakka, punertava, ruskea|kukšoi on rusked l'ind, mečäss eläu|кукша - красноватая птица, в лесу живёт|kuukkeli on punertava lintu, metsässä elää|||
|a.|rusked||||must, rusked čiihoi |чёрная, красная смородина|musta-, punaherukka|must'in l'ibo rusked'iden kird'oiden ker lentočk|ленточка с чёрным или красным узором|mustan- tahi ruskeankirjava nauha
|v.|rusketa II|rusko/ta, -nen, -n'in, -nou, -n'; -tau, -t't'ii|краснеть, делаться красным|punastua, punertua, tulla punaiseksi||||||
|v.|ruskottada|rusko/ttada, -ttau, -t'|краснеть, алеть|punoittaa, olla punaisena||||||
|s.|rul'a|rul'/a, -an, -ad; -id|руль|peräsin||||||
|a.|ruskič|ruški/č, -čan, -ččad; -čoid|корь|tuhkarokko||||||
|s.|rubi|rub/i, -en, -ed; -bid|струп|rupi||||||
|a.|rujo|rujo, -n, -d; -id|уродливый, убогий; мусор|rujo, vaivainen; roska||||||
|v.|rädžähtuttada|räd'žähtü/ttädä, -tän, -t'in|делать с треском, треснуть, хрустнуть|räsähdyttää (repäistä)||||||
išk|s.|räig|räig, -ün, -üd; -üid|шлепок, затрещина|räimäys, läjähdys, läimähdys, isku||||||
|a.|räččinaine|räččinä/in'e, -ižen, -št; -ižid|хлопчатобумажный, хлопчатый|puuvillainen, pumpulinen, pumpuli-||||||
|s.|räččin|räččin, -än, -äd; -öid|сорочка|naisen paita||||||
|s.|räustäz|räustä/z, -hän, -st; -hid|стреха, застреха (нижний край крыши)|räystäs||||||
|s.|rega|rögä, -n, -d|сопля|räkä||||||
|v.|röhkäda|röhk/ädä, -äu, -i; -etäu, -et't'ii|хрюкать|röhkiä|(B) počid röhkit't'ii|свиньи хрюкали|siat röhkivät|||
röhkäda|v.|rököttada|rökö/ttädä, -ttäu, -t't'i; -tettäu|хрюкать|röhkiä (sika kiimaisena)||||||
|v.|röngüda|röngü/dä, -n, -in; -täu|реветь, рычать, мычать|kiljua, ammua||||||
|s.|rügimine|rügimi/n'e, -žen, -št; -židen, -žid|кашель|yskä, rykiminen||||||
|v.|rügittada|rügi/ttädä, -ttäu, -t't'i|вызывать кашель|yskittää, ryittää||||||
|s. yhd.|ründäzluu|ründäz/luu|грудная кость, грудина|rintaluu, rintalasta||||||
rind|s.|ründäz|ründä/z, -hän, -st; -hid|грудь, грудная клетка|rynnäs, rinta, rintakehä||||||
uivelta|v.|rüömida|rüömi/dä, -u, -i|ползать (о ребёнке)|ryömiä (lapsi)||||||
|v.|rügida|rügi/dä, -n, -in; -täu |кашлять|yskiä, rykiä||||||
|s. yhd.|riibinlaud|riibi/laud, -ad, -oid|чесало (для льна)|rohka, riivinlauta||||||
